# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000008185.1,PRJNA57583,SAMN02603967,,reference genome,243275,158,Treponema denticola ATCC 35405,strain=ATCC 35405,,latest,Complete Genome,Major,Full,2004/02/03,ASM818v1,,GCA_000008185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008185.1_ASM818v1,2.0,1.0,2767.0,2843201.0,GCF_000008185.1_Treponema denticola ATCC 35405_strain=ATCC 35405,0.400068853459,37.8737556719,2079.0,@GCF_000008185.1_Treponema_denticola_ATCC_35405_strain_ATCC_35405,94.0,0.0136406,220.0
GCF_000022105.1,PRJNA59291,SAMN02603102,,representative genome,565034,159,Brachyspira hyodysenteriae WA1,strain=WA1; ATCC 49526,,latest,Complete Genome,Major,Full,2009/03/18,ASM2210v1,,GCA_000022105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000022105.1_ASM2210v1,1.0,2.0,2547.0,3036634.0,GCF_000022105.1_Brachyspira hyodysenteriae WA1_strain=WA1; ATCC 49526,0.384690155665,24.4426107003,2067.0,@GCF_000022105.1_Brachyspira_hyodysenteriae_WA1_strain_WA1__ATCC_49526,116.0,0.00509682,3.0
GCF_000008605.1,PRJNA57585,SAMN02604348,,representative genome,243276,160,Treponema pallidum subsp. pallidum str. Nichols,strain=Nichols,,latest,Complete Genome,Major,Full,1999/12/22,ASM860v1,,GCA_000008605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008605.1_ASM860v1,2.0,1.0,969.0,1138011.0,GCF_000008605.1_Treponema pallidum subsp. pallidum str. Nichols_strain=Nichols,0.619355496488,52.7734793425,2077.0,@GCF_000008605.1_Treponema_pallidum_subsp._pallidum_str._Nichols_strain_Nichols,52.0,0.00439055,67.0
GCF_000604125.1,PRJNA224116,SAMN03081438,,na,1095955,160,Treponema pallidum subsp. pallidum str. Sea 81-4,strain=Sea 81-4,,latest,Complete Genome,Major,Full,2014/03/28,ASM60412v1,University of Washington,GCA_000604125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000604125.1_ASM60412v1,2.0,1.0,931.0,1139203.0,,,52.7868167482,,,,,
GCF_000195275.1,PRJNA65781,SAMN00713601,,representative genome,869209,167,Treponema succinifaciens DSM 2489,strain=DSM 2489,,latest,Complete Genome,Major,Full,2011/04/07,ASM19527v1,,GCA_000195275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000195275.1_ASM19527v1,4.0,2.0,2629.0,2897425.0,GCF_000195275.1_Treponema succinifaciens DSM 2489_strain=DSM 2489,0.21932908477,38.9121804512,2072.0,@GCF_000195275.1_Treponema_succinifaciens_DSM_2489_strain_DSM_2489,117.0,0.586315,316.0
GCF_000017605.1,PRJNA58511,SAMN02603617,,na,355278,172,Leptospira biflexa serovar Patoc strain ''Patoc 1 (Ames)'',strain='Patoc 1 (Ames),,latest,Complete Genome,Major,Full,2008/02/13,ASM1760v1,,GCA_000017605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017605.1_ASM1760v1,2.0,3.0,3680.0,3956089.0,GCF_000017605.1_Leptospira biflexa serovar Patoc strain ''Patoc 1 (Ames)''_strain='Patoc 1 (Ames),0.525586229015,38.5437714448,2149.0,@GCF_000017605.1_Leptospira_biflexa_serovar_Patoc_strain___Patoc_1__Ames____strain__Patoc_1__Ames_,155.0,1.13302e-06,776.0
GCF_000017685.1,PRJNA58993,SAMN02603347,,representative genome,456481,172,Leptospira biflexa serovar Patoc strain ''Patoc 1 (Paris)'',strain='Patoc 1 (Paris),,latest,Complete Genome,Major,Full,2008/02/13,ASM1768v1,,GCA_000017685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017685.1_ASM1768v1,2.0,3.0,3687.0,3951448.0,GCF_000017685.1_Leptospira biflexa serovar Patoc strain ''Patoc 1 (Paris)''_strain='Patoc 1 (Paris),0.528628862512,38.5454382544,2150.0,@GCF_000017685.1_Leptospira_biflexa_serovar_Patoc_strain___Patoc_1__Paris____strain__Patoc_1__Paris_,154.0,0.00170328,780.0
GCF_000007685.1,PRJNA58065,SAMN02603847,,na,267671,173,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,strain=Fiocruz L1-130,,latest,Complete Genome,Major,Full,2004/03/22,ASM768v1,,GCA_000007685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007685.1_ASM768v1,2.0,2.0,3717.0,4627366.0,GCF_000007685.1_Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130_strain=Fiocruz L1-130,0.549764665096,35.0152885254,2145.0,@GCF_000007685.1_Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_strain_Fiocruz_L1-130,104.0,1.13302e-06,20.0
GCF_000092565.1,PRJNA57881,SAMN02603127,,reference genome,189518,173,Leptospira interrogans serovar Lai str. 56601,strain=56601,,latest,Complete Genome,Major,Full,2010/04/06,ASM9256v1,,GCA_000092565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092565.1_ASM9256v1,2.0,2.0,3683.0,4698134.0,,,35.0791881631,,,,,
GCF_000231175.1,PRJNA161957,SAMN02603861,,na,573825,173,Leptospira interrogans serovar Lai str. IPAV,strain=IPAV,,latest,Complete Genome,Major,Full,2011/10/20,ASM23117v1,,GCA_000231175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000231175.1_ASM23117v1,2.0,2.0,3780.0,4708530.0,,,35.080934818,,,,,
GCF_000941035.1,PRJNA224116,SAMN03375751,,na,1395589,173,Leptospira interrogans serovar Linhai str. 56609,strain=56609,,latest,Complete Genome,Major,Full,2015/03/04,ASM94103v1,"Department of Medical Microbiology and Parasitology, Institutes of Medical Science, Shanghai Jiao Tong University School of Medicine",GCA_000941035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000941035.1_ASM94103v1,2.0,5.0,3893.0,4915652.0,,,36.0240691928,,,,,
GCF_001010765.1,PRJNA224116,SAMN03259167,,na,338215,173,Leptospira interrogans serovar Bratislava,strain=PigK151,AS 05 115,latest,Complete Genome,Major,Full,2015/05/20,ASM101076v1,"USDA, ARS, National Animal Disease Center",GCA_001010765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001010765.1_ASM101076v1,2.0,2.0,3767.0,4721584.0,,,35.0296902922,,,,,
GCF_001047635.1,PRJNA224116,SAMN03780437,,na,214675,173,Leptospira interrogans serovar Manilae,strain=UP-MMC-NIID LP,,latest,Complete Genome,Major,Full,2015/07/08,ASM104763v1,Okinawa Institute of Advanced Sciences,GCA_001047635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001047635.1_ASM104763v1,2.0,3.0,3723.0,4667405.0,GCF_001047635.1_Leptospira interrogans serovar Manilae_strain=UP-MMC-NIID LP,0.539677690397,34.8175312264,2144.0,@GCF_001047635.1_Leptospira_interrogans_serovar_Manilae_strain_UP-MMC-NIID_LP,106.0,0.00162751,13.0
GCF_001047655.1,PRJNA224116,SAMN03780438,,na,214675,173,Leptospira interrogans serovar Manilae,strain=UP-MMC-NIID HP,,latest,Complete Genome,Major,Full,2015/07/08,ASM104765v1,Okinawa Institute of Advanced Sciences,GCA_001047655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001047655.1_ASM104765v1,2.0,3.0,3715.0,4667354.0,GCF_001047655.1_Leptospira interrogans serovar Manilae_strain=UP-MMC-NIID HP,0.545182980792,34.8174667702,2143.0,@GCF_001047655.1_Leptospira_interrogans_serovar_Manilae_strain_UP-MMC-NIID_HP,106.0,0.00325772,13.0
GCF_001293065.1,PRJNA224116,SAMN03853357,,na,1279460,173,Leptospira interrogans serovar Hardjo str. Norma,strain=Norma,Cattle,latest,Complete Genome,Major,Full,2015/09/17,ASM129306v1,Federal University of Minas Gerais,GCA_001293065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001293065.1_ASM129306v1,2.0,2.0,3824.0,4762150.0,,,35.026339159,,,,,
GCF_000013945.1,PRJNA58507,SAMN02603615,,representative genome,355276,174,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,strain=L550,,latest,Complete Genome,Major,Full,2006/10/13,ASM1394v1,,GCA_000013945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013945.1_ASM1394v1,2.0,2.0,3288.0,3931782.0,GCF_000013945.1_Leptospira borgpetersenii serovar Hardjo-bovis str. L550_strain=L550,0.522341124725,40.1991513493,2140.0,@GCF_000013945.1_Leptospira_borgpetersenii_serovar_Hardjo-bovis_str._L550_strain_L550,119.0,0.00163216,184.0
GCF_000013965.1,PRJNA58509,SAMN02603616,,na,355277,174,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,strain=JB197,,latest,Complete Genome,Major,Full,2006/10/13,ASM1396v1,,GCA_000013965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013965.1_ASM1396v1,2.0,2.0,3214.0,3876235.0,,,40.3283362274,,,,,
GCF_001444465.1,PRJNA224116,SAMN03785545,,na,280505,174,Leptospira borgpetersenii serovar Ballum,strain=56604,,latest,Complete Genome,Major,Full,2015/11/17,ASM144446v1,Shanghai Jiao Tong University School of Medicine,GCA_001444465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001444465.1_ASM144446v1,2.0,4.0,3278.0,4037579.0,GCF_001444465.1_Leptospira borgpetersenii serovar Ballum_strain=56604,0.524666861768,40.2769797718,2141.0,@GCF_001444465.1_Leptospira_borgpetersenii_serovar_Ballum_strain_56604,104.0,1.13302e-06,418.0
GCF_000284315.1,PRJNA158171,,,representative genome,1162668,180,Leptospirillum ferrooxidans C2-3,,,latest,Complete Genome,Major,Full,2012/03/30,ASM28431v1,"Ibaraki University, college of agriculture",GCA_000284315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284315.1_ASM28431v1,3.0,1.0,2457.0,2559538.0,GCF_000284315.1_Leptospirillum ferrooxidans C2-3,0.413302472618,50.0475476434,1949.0,@GCF_000284315.1_Leptospirillum_ferrooxidans_C2-3,115.0,0.11916,13.0
GCF_000632475.1,PRJNA224116,SAMN02644441,,na,192,192,Azospirillum brasilense,strain=Az39,,latest,Complete Genome,Major,Full,2014/06/05,ASM63247v2,INDEAR,GCA_000632475.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000632475.1_ASM63247v2,9.0,6.0,6270.0,7391279.0,GCF_000632475.1_Azospirillum brasilense_strain=Az39,0.559319228914,68.3036479828,139.0,@GCF_000632475.1_Azospirillum_brasilense_strain_Az39,138.0,0.0176484,183.0
GCF_001315015.1,PRJNA224116,SAMN04005082,,na,192,192,Azospirillum brasilense,strain=Sp 7,,latest,Complete Genome,Major,Full,2015/10/15,ASM131501v1,Kyungpook National University,GCA_001315015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001315015.1_ASM131501v1,10.0,6.0,5630.0,6587527.0,GCF_001315015.1_Azospirillum brasilense_strain=Sp 7,0.550118786178,67.9342001229,138.0,@GCF_001315015.1_Azospirillum_brasilense_strain_Sp_7,146.0,0.0180353,137.0
GCF_000010725.1,PRJNA46085,,,na,137722,193,Azospirillum sp. B510,,,latest,Complete Genome,Major,Full,2010/02/16,ASM1072v1,,GCA_000010725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010725.1_ASM1072v1,9.0,7.0,6133.0,7599738.0,GCF_000010725.1_Azospirillum sp. B510,0.572280753619,67.3764111999,134.0,@GCF_000010725.1_Azospirillum_sp._B510,156.0,0.0261419,789.0
GCF_000283655.1,PRJNA82343,SAMEA2272642,,representative genome,862719,193,Azospirillum lipoferum 4B,strain=4B,,latest,Complete Genome,Major,Full,2011/11/16,ASM28365v1,Laboratoire d'Ecologie Microbienne UMR-CNRS 5557,GCA_000283655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283655.1_ASM28365v1,9.0,7.0,5782.0,6846400.0,GCF_000283655.1_Azospirillum lipoferum 4B_strain=4B,0.555763265342,67.6720846996,135.0,@GCF_000283655.1_Azospirillum_lipoferum_4B_strain_4B,127.0,0.0504738,20.0
GCF_000465235.1,PRJNA219322,SAMN02603234,,na,1273173,195,Campylobacter coli CVM N29710,strain=CVM N29710,,latest,Complete Genome,Major,Full,2013/09/09,ASM46523v1,FDA/CVM,GCA_000465235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000465235.1_ASM46523v1,3.0,3.0,1660.0,1732055.0,GCF_000465235.1_Campylobacter coli CVM N29710_strain=CVM N29710,0.496687676269,31.383420074,4520.0,@GCF_000465235.1_Campylobacter_coli_CVM_N29710_strain_CVM_N29710,121.0,1.13302e-06,90.0
GCF_000494775.1,PRJNA226113,SAMN02603390,,na,1358410,195,Campylobacter coli 15-537360,strain=15-537360,,latest,Complete Genome,Major,Full,2013/11/01,ASM49477v1,Institute of Food Research,GCA_000494775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000494775.1_ASM49477v1,3.0,2.0,1640.0,1685020.0,,,30.4267684892,,,,,
GCF_000583755.1,PRJNA224116,SAMN02743856,,na,1183378,195,Campylobacter coli RM1875,strain=RM1875,,latest,Complete Genome,Major,Full,2014/03/03,ASM58375v1,US Department of Agriculture,GCA_000583755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000583755.1_ASM58375v1,3.0,5.0,1847.0,1858716.0,GCF_000583755.1_Campylobacter coli RM1875_strain=RM1875,0.444232229016,29.2518210493,4519.0,@GCF_000583755.1_Campylobacter_coli_RM1875_strain_RM1875,118.0,0.00677787,160.0
GCF_000583775.1,PRJNA224116,SAMN02743855,,representative genome,1183379,195,Campylobacter coli RM4661,strain=RM4661,,latest,Complete Genome,Major,Full,2014/03/03,ASM58377v1,US Department of Agriculture,GCA_000583775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000583775.1_ASM58377v1,3.0,2.0,1759.0,1872235.0,,,30.5826047065,,,,,
GCF_000583795.1,PRJNA224116,SAMN02743854,,na,1183380,195,Campylobacter coli RM5611,strain=RM5611,,latest,Complete Genome,Major,Full,2014/03/03,ASM58379v1,US Department of Agriculture,GCA_000583795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000583795.1_ASM58379v1,3.0,2.0,1660.0,1733165.0,,,30.2464549971,,,,,
GCF_000954195.1,PRJNA224116,SAMN03381357,,na,195,195,Campylobacter coli,strain=FB1,,latest,Complete Genome,Major,Full,2015/03/17,ASM95419v1,University of Nottingham,GCA_000954195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000954195.1_ASM95419v1,3.0,3.0,1695.0,1732548.0,,,30.1211850149,,,,,
GCF_001305715.1,PRJNA224116,SAMN03754337,,na,195,195,Campylobacter coli,strain=BFR-CA-9557,,latest,Complete Genome,Major,Full,2015/10/02,ASM130571v1,University Medical Center Goettingen,GCA_001305715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001305715.1_ASM130571v1,3.0,1.0,1629.0,1720506.0,,,31.411979964,,,,,
GCF_001417635.1,PRJNA224116,SAMN04202590,,na,195,195,Campylobacter coli,strain=HC2-48,,latest,Complete Genome,Major,Full,2015/10/28,ASM141763v1,University of Tulsa,GCA_001417635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001417635.1_ASM141763v1,3.0,2.0,1666.0,1707846.0,,,30.1199016483,,,,,
GCF_001483845.1,PRJNA224116,SAMN04271271,,na,195,195,Campylobacter coli,strain=OR12,,latest,Complete Genome,Major,Full,2016/01/04,ASM148384v1,University of Nottingham,GCA_001483845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001483845.1_ASM148384v1,3.0,4.0,2036.0,2127266.0,,,28.195242582,,,,,
GCF_000015085.1,PRJNA58545,SAMN02604050,,representative genome,360106,196,Campylobacter fetus subsp. fetus 82-40,strain=82-40,,latest,Complete Genome,Major,Full,2006/11/27,ASM1508v1,,GCA_000015085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015085.1_ASM1508v1,3.0,1.0,1702.0,1773615.0,GCF_000015085.1_Campylobacter fetus subsp. fetus 82-40_strain=82-40,0.449967664049,33.3075103672,4574.0,@GCF_000015085.1_Campylobacter_fetus_subsp._fetus_82-40_strain_82-40,119.0,1.13302e-06,123.0
GCF_000495505.1,PRJNA226993,SAMN02604287,,na,1244528,196,Campylobacter fetus subsp. testudinum 03-427,strain=03-427,,latest,Complete Genome,Major,Full,2013/11/05,ASM49550v1,Utrecht University,GCA_000495505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000495505.1_ASM49550v1,3.0,1.0,1689.0,1775480.0,GCF_000495505.1_Campylobacter fetus subsp. testudinum 03-427_strain=03-427,0.43105513956,33.1232117512,4564.0,@GCF_000495505.1_Campylobacter_fetus_subsp._testudinum_03-427_strain_03-427,101.0,0.00450086,7.0
GCF_000512745.1,PRJNA224116,SAMN02641386,,na,1273266,196,Campylobacter fetus subsp. venerealis cfvi03/293,strain=cfvi03/293,,latest,Complete Genome,Major,Full,2014/01/03,ASM51274v1,Utrecht University,GCA_000512745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512745.1_ASM51274v1,3.0,4.0,1918.0,1996728.0,,,31.7753298488,,,,,
GCF_000759485.1,PRJNA224116,SAMN02870597,,na,1240980,196,Campylobacter fetus subsp. fetus 04/554,strain=04/554,,latest,Complete Genome,Major,Full,2014/09/29,ASM75948v1,Utrecht University,GCA_000759485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000759485.1_ASM75948v1,3.0,2.0,1748.0,1826626.0,GCF_000759485.1_Campylobacter fetus subsp. fetus 04/554_strain=04/554,0.444832884661,31.0807078515,4575.0,@GCF_000759485.1_Campylobacter_fetus_subsp._fetus_04/554_strain_04/554,113.0,0.00155612,80.0
GCF_000759515.1,PRJNA224116,SAMN02870596,,na,1093099,196,Campylobacter fetus subsp. venerealis 97/608,strain=97/608,,latest,Complete Genome,Major,Full,2014/09/29,ASM75951v1,Utrecht University and USDA,GCA_000759515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000759515.1_ASM75951v1,3.0,3.0,1892.0,2000424.0,,,30.9316076071,,,,,
GCF_000814265.1,PRJNA224116,SAMN02689633,,na,1507806,196,Campylobacter fetus subsp. testudinum,strain=pet-3,pet-3-1,latest,Complete Genome,Major,Full,2015/01/05,ASM81426v1,China Medical University,GCA_000814265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000814265.1_ASM81426v1,3.0,1.0,1682.0,1776391.0,,,33.128573608,,,,,
GCF_000967135.1,PRJNA224116,SAMEA3283138,,na,688354,196,Campylobacter fetus subsp. venerealis str. 84-112,strain=84-112,,latest,Complete Genome,Major,Full,2014/01/30,CFV,Medizinische Universitaet Graz and Karl-Franzens Universitaet Graz,GCA_000967135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000967135.1_CFV,3.0,2.0,1897.0,1988028.0,,,32.3963803807,,,,,
GCF_001484645.1,PRJNA224116,SAMN03366410,,na,1244529,196,Campylobacter fetus subsp. testudinum Sp3,strain=Sp3,,latest,Complete Genome,Major,Full,2016/01/04,ASM148464v1,Utrecht University,GCA_001484645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001484645.1_ASM148464v1,3.0,1.0,1754.0,1819051.0,,,33.1141347879,,,,,
GCF_000009085.1,PRJNA57587,SAMEA1705929,,reference genome,192222,197,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,strain=NCTC 11168,,latest,Complete Genome,Major,Full,2003/05/06,ASM908v1,,GCA_000009085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009085.1_ASM908v1,3.0,1.0,1572.0,1641481.0,GCF_000009085.1_Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819_strain=NCTC 11168,0.513795288545,30.5485716862,4558.0,@GCF_000009085.1_Campylobacter_jejuni_subsp._jejuni_NCTC_11168___ATCC_700819_strain_NCTC_11168,116.0,1.13302e-06,461.0
GCF_000011865.1,PRJNA57899,SAMN02604007,,na,195099,197,Campylobacter jejuni RM1221,strain=RM1221,,latest,Complete Genome,Major,Full,2005/01/06,ASM1186v1,,GCA_000011865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000011865.1_ASM1186v1,3.0,1.0,1782.0,1777831.0,,,30.3061427099,,,,,
GCF_000015525.1,PRJNA58503,SAMN02604044,,na,354242,197,Campylobacter jejuni subsp. jejuni 81-176,strain=81-176,,latest,Complete Genome,Major,Full,2007/01/09,ASM1552v1,,GCA_000015525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015525.1_ASM1552v1,3.0,3.0,1675.0,1699052.0,GCF_000015525.1_Campylobacter jejuni subsp. jejuni 81-176_strain=81-176,0.495906571087,28.5328039093,4531.0,@GCF_000015525.1_Campylobacter_jejuni_subsp._jejuni_81-176_strain_81-176,100.0,0.00157825,13.0
GCF_000017485.1,PRJNA58671,SAMN02604056,,na,360109,197,Campylobacter jejuni subsp. doylei 269.97,strain=269.97,,latest,Complete Genome,Major,Full,2007/07/20,ASM1748v1,,GCA_000017485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017485.1_ASM1748v1,3.0,1.0,1729.0,1845106.0,GCF_000017485.1_Campylobacter jejuni subsp. doylei 269.97_strain=269.97,0.491075556768,30.5733112352,4552.0,@GCF_000017485.1_Campylobacter_jejuni_subsp._doylei_269.97_strain_269.97,127.0,0.00158225,343.0
GCF_000017905.1,PRJNA58771,SAMN02603008,,na,407148,197,Campylobacter jejuni subsp. jejuni 81116,strain=81116; NCTC 11828,,latest,Complete Genome,Major,Full,2007/09/20,ASM1790v1,,GCA_000017905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017905.1_ASM1790v1,3.0,1.0,1602.0,1628115.0,GCF_000017905.1_Campylobacter jejuni subsp. jejuni 81116_strain=81116; NCTC 11828,0.489968977803,30.541515802,4523.0,@GCF_000017905.1_Campylobacter_jejuni_subsp._jejuni_81116_strain_81116__NCTC_11828,122.0,1.13302e-06,353.0
GCF_000025425.1,PRJNA159531,SAMN02603425,,na,567106,197,Campylobacter jejuni subsp. jejuni IA3902,,IA3902,latest,Complete Genome,Major,Full,2010/01/29,ASM2542v1,,GCA_000025425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000025425.1_ASM2542v1,3.0,2.0,1685.0,1672219.0,GCF_000025425.1_Campylobacter jejuni subsp. jejuni IA3902,0.505469223194,28.2355445634,4553.0,@GCF_000025425.1_Campylobacter_jejuni_subsp._jejuni_IA3902,105.0,1.13302e-06,83.0
GCF_000148705.1,PRJNA159535,SAMN02603174,,na,645464,197,Campylobacter jejuni subsp. jejuni M1,strain=M1,,latest,Complete Genome,Major,Full,2010/09/28,ASM14870v1,,GCA_000148705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000148705.1_ASM14870v1,3.0,1.0,1554.0,1616648.0,GCF_000148705.1_Campylobacter jejuni subsp. jejuni M1_strain=M1,0.494540548021,30.6010337439,4527.0,@GCF_000148705.1_Campylobacter_jejuni_subsp._jejuni_M1_strain_M1,118.0,0.00157836,301.0
GCF_000168755.1,PRJNA54451,SAMN02472139,AASL00000000.1,na,354242,197,Campylobacter jejuni subsp. jejuni 81-176,strain=81-176,,latest,Complete Genome,Major,Full,2006/07/20,ASM16875v1,,GCA_000168755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000168755.1_ASM16875v1,3.0,1.0,1445.0,1616175.0,,,30.615310842,,,,,
GCF_000171795.2,PRJNA224116,SAMN02470701,,na,478547,197,Campylobacter jejuni subsp. jejuni CG8421,strain=CG8421,,latest,Complete Genome,Major,Full,2014/05/01,ASM17179v2,Naval Medical Research Center,GCA_000171795.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000171795.2_ASM17179v2,3.0,1.0,1609.0,1636029.0,,,30.5108894769,,,,,
GCF_000184205.1,PRJNA159533,SAMN02603954,,na,718271,197,Campylobacter jejuni subsp. jejuni S3,strain=S3,,latest,Complete Genome,Major,Full,2010/12/14,ASM18420v1,,GCA_000184205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000184205.1_ASM18420v1,3.0,2.0,1726.0,1724586.0,,,29.737679482,,,,,
GCF_000302555.4,PRJNA224116,SAMN02604234,,na,1201032,197,Campylobacter jejuni subsp. jejuni PT14,strain=PT14,,latest,Complete Genome,Minor,Full,2015/03/24,ASM30255v3,University of Nottingham,GCA_000302555.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000302555.4_ASM30255v3,3.0,1.0,1629.0,1635301.0,GCF_000302555.4_Campylobacter jejuni subsp. jejuni PT14_strain=PT14,0.508659028422,30.5398211094,4521.0,@GCF_000302555.4_Campylobacter_jejuni_subsp._jejuni_PT14_strain_PT14,106.0,1.13302e-06,86.0
GCF_000304375.1,PRJEA174152,SAMEA2271917,,na,1211776,197,Campylobacter jejuni subsp. jejuni NCTC 11168-BN148,strain=NCTC 11168-BN148,,latest,Complete Genome,Major,Full,2012/08/20,AINO,University of Helsinki,GCA_000304375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304375.1_AINO,3.0,1.0,1658.0,1641481.0,,,30.5488153686,,,,,
GCF_000430385.1,PRJNA212977,SAMN02179883,,na,1338035,197,Campylobacter jejuni 32488,strain=32488,NYCB-10-03-5511-C,latest,Complete Genome,Major,Full,2013/07/16,ASM43038v1,University of California at Davis,GCA_000430385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000430385.1_ASM43038v1,3.0,1.0,1671.0,1702398.0,,,30.4916946566,,,,,
GCF_000466065.2,PRJNA219325,SAMN02603725,,na,1380768,197,Campylobacter jejuni subsp. jejuni 00-2538,strain=00-2538,,latest,Complete Genome,Major,Full,2014/09/26,ASM46606v2,Public Health Agency of Canada,GCA_000466065.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000466065.2_ASM46606v2,3.0,1.0,1744.0,1719369.0,,,30.5097393288,,,,,
